,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
68630,CUST00068631,100393.1,Cadillac,XT5,2024,71291.47,4.89,6.04,24,True,22,816,2022-02-01,2024-01-22,Paid Off,0
68635,CUST00068636,73692.71,Buick,Envision,2023,30078.06,14.97,17.68,48,False,19,482,2021-11-24,2025-11-03,Paid Off,0
68643,CUST00068644,34744.73,Chevrolet,Traverse,2024,8248.09,15.45,15.76,24,False,9,435,2022-07-03,2024-06-22,Paid Off,0
68645,CUST00068646,55292.73,Chevrolet,Tahoe,2025,30252.78,17.13,16.82,24,True,12,596,2023-05-11,2025-04-30,Paid Off,0
68649,CUST00068650,49007.58,Chevrolet,Bolt EV,2024,27038.77,16.13,17.67,24,True,8,353,2022-07-26,2024-07-15,Paid Off,0
68651,CUST00068652,35921.63,Chevrolet,Equinox,2022,9288.86,18.34,19.42,36,False,23,380,2024-01-28,2027-01-12,Default,1
68655,CUST00068656,34478.11,Chevrolet,Traverse,2025,8453.27,16.95,19.46,24,False,7,404,2023-08-10,2025-07-30,Paid Off,0
68657,CUST00068658,46356.26,Chevrolet,Trax,2023,11406.15,14.98,16.72,24,True,14,521,2021-12-31,2023-12-21,Paid Off,0
68673,CUST00068674,34047.05,Buick,Enclave,2025,28088.03,12.75,14.98,48,True,31,630,2022-08-28,2026-08-07,Paid Off,0
68675,CUST00068676,62564.81,Chevrolet,Silverado 3500HD,2023,22938.61,12.15,13.79,36,True,23,649,2025-01-16,2028-01-01,Default,1
68679,CUST00068680,62387.55,Buick,Encore,2024,67056.18,9.24,10.78,84,False,34,683,2022-01-05,2028-11-29,Default,1
68692,CUST00068693,80696.34,Cadillac,Escalade,2024,38257.4,17.65,20.45,60,False,28,583,2023-03-03,2028-02-05,Paid Off,0
68712,CUST00068713,65713.06,GMC,Acadia,2022,46564.49,6.1,7.55,36,True,30,744,2022-01-01,2024-12-16,Paid Off,0
68719,CUST00068720,30689.12,Chevrolet,Equinox,2025,6761.45,17.94,18.67,48,True,28,432,2022-07-16,2026-06-25,Default,1
68721,CUST00068722,56380.22,Chevrolet,Malibu,2025,53468.94,6.79,6.07,72,False,30,683,2021-11-06,2027-10-06,Paid Off,0
68731,CUST00068732,65896.93,Buick,Envision,2022,40580.65,12.3,12.0,84,True,29,621,2024-10-06,2031-08-31,Default,1
68734,CUST00068735,80706.13,Cadillac,Celestiq,2023,57772.77,3.57,6.26,72,True,42,781,2025-05-20,2031-04-19,Paid Off,0
68739,CUST00068740,35574.57,Chevrolet,Bolt EV,2025,18767.68,17.54,19.68,84,True,31,418,2025-04-07,2032-03-01,Default,1
68742,CUST00068743,55252.75,Chevrolet,Tahoe,2022,67826.68,5.5,4.57,36,True,29,708,2022-04-27,2025-04-11,Paid Off,0
68746,CUST00068747,114657.87,Cadillac,CT5,2022,29877.94,18.74,20.58,24,False,10,533,2023-04-16,2025-04-05,Paid Off,0
68749,CUST00068750,114077.51,GMC,Yukon XL,2024,89766.95,2.79,5.63,84,True,42,785,2022-01-10,2028-12-04,Default,1
68750,CUST00068751,34469.35,Chevrolet,Tahoe,2024,18499.04,15.71,16.16,24,False,15,362,2022-05-30,2024-05-19,Paid Off,0
68763,CUST00068764,75904.24,Buick,Encore,2022,16607.38,18.57,19.43,60,True,16,566,2024-04-14,2029-03-19,Default,1
68768,CUST00068769,64434.12,Chevrolet,Impala,2023,51905.32,4.9,5.08,36,True,33,725,2022-02-26,2025-02-10,Paid Off,0
68771,CUST00068772,56428.23,Chevrolet,Trailblazer,2023,68229.17,6.46,8.71,24,True,21,726,2021-12-20,2023-12-10,Paid Off,0
68774,CUST00068775,70001.54,Buick,Envision,2023,38862.37,15.67,15.81,24,False,15,405,2023-02-23,2025-02-12,Paid Off,0
68781,CUST00068782,97612.62,Cadillac,XT5,2024,58670.36,14.15,17.0,24,False,19,606,2022-12-18,2024-12-07,Paid Off,0
68791,CUST00068792,40488.34,Chevrolet,Silverado 2500HD,2023,16695.23,14.8,17.79,24,False,18,620,2023-08-03,2025-07-23,Paid Off,0
68792,CUST00068793,62990.91,GMC,Yukon XL,2024,31653.49,16.57,16.2,36,False,11,500,2021-11-07,2024-10-22,Paid Off,0
68797,CUST00068798,98210.43,Cadillac,XT4,2025,58128.06,5.05,7.77,24,True,23,749,2023-09-12,2025-09-01,Paid Off,0
68801,CUST00068802,46973.35,Buick,Encore GX,2024,18458.05,16.02,18.93,60,False,22,398,2025-02-14,2030-01-19,Default,1
68803,CUST00068804,97821.81,Cadillac,XT6,2025,83658.1,4.46,5.81,72,True,47,813,2024-02-20,2030-01-19,Paid Off,0
68816,CUST00068817,40494.83,Buick,Envision,2024,25175.58,15.03,14.46,24,True,7,434,2022-11-05,2024-10-25,Paid Off,0
68826,CUST00068827,49347.94,Chevrolet,Colorado,2025,30865.9,14.12,14.65,24,True,11,509,2022-05-01,2024-04-20,Paid Off,0
68831,CUST00068832,50509.73,Chevrolet,Malibu,2022,27964.24,7.65,9.56,24,False,14,690,2023-08-16,2025-08-05,Paid Off,0
68832,CUST00068833,30891.0,Chevrolet,Bolt EV,2023,8740.74,18.79,20.46,24,True,10,495,2022-11-30,2024-11-19,Paid Off,0
68833,CUST00068834,85206.21,GMC,Sierra 1500,2022,24026.01,11.33,11.74,24,True,15,644,2023-09-15,2025-09-04,Paid Off,0
68834,CUST00068835,81302.35,Cadillac,Escalade ESV,2024,55702.91,11.39,10.54,24,True,19,610,2023-07-18,2025-07-07,Paid Off,0
68839,CUST00068840,37628.83,Chevrolet,Silverado 1500,2024,21219.75,18.78,20.63,48,True,21,407,2024-09-20,2028-08-30,Default,1
68847,CUST00068848,98960.04,Chevrolet,Equinox,2025,72543.07,4.95,6.65,48,True,43,743,2023-12-20,2027-11-29,Paid Off,0
68854,CUST00068855,112151.19,Chevrolet,Trailblazer,2024,86176.32,3.25,6.01,48,True,44,756,2023-04-13,2027-03-23,Paid Off,0
68856,CUST00068857,100658.58,GMC,Yukon XL,2023,35540.4,15.48,17.91,60,False,33,639,2023-01-16,2027-12-21,Default,1
68865,CUST00068866,80531.66,Cadillac,Lyriq,2023,74150.48,6.46,8.05,36,False,29,738,2022-06-15,2025-05-30,Paid Off,0
68873,CUST00068874,53177.18,GMC,Yukon,2023,31109.49,16.37,17.68,24,False,11,454,2022-10-26,2024-10-15,Paid Off,0
68875,CUST00068876,108672.23,Cadillac,Celestiq,2024,63176.01,4.02,4.39,48,True,45,816,2021-11-25,2025-11-04,Paid Off,0
68887,CUST00068888,85138.86,GMC,Canyon,2022,33558.89,11.35,14.3,36,False,22,622,2022-08-23,2025-08-07,Paid Off,0
68891,CUST00068892,58451.11,Chevrolet,Equinox,2024,64115.84,4.44,5.62,24,False,22,741,2023-05-26,2025-05-15,Paid Off,0
68896,CUST00068897,100033.09,GMC,Canyon,2022,48217.86,7.73,10.26,24,False,20,659,2023-03-01,2025-02-18,Paid Off,0
68898,CUST00068899,27527.6,Buick,Envision,2023,12459.84,14.46,16.17,72,True,15,491,2025-04-07,2031-03-07,Default,1
68899,CUST00068900,76395.8,Chevrolet,Suburban,2025,27968.58,10.61,10.27,48,True,29,637,2022-03-11,2026-02-18,Paid Off,0
68901,CUST00068902,74431.64,Chevrolet,Silverado 3500HD,2025,78764.17,5.93,5.41,48,True,44,705,2025-06-24,2029-06-03,Default,1
68905,CUST00068906,102524.98,GMC,Sierra 1500,2024,44575.12,11.28,11.12,48,True,41,640,2021-11-21,2025-10-31,Paid Off,0
68907,CUST00068908,45684.15,Chevrolet,Bolt EV,2022,9773.72,16.82,15.95,36,True,25,351,2022-11-08,2025-10-23,Paid Off,0
68913,CUST00068914,57367.28,Chevrolet,Malibu,2024,31620.83,9.81,10.9,72,True,35,697,2022-12-05,2028-11-03,Paid Off,0
68920,CUST00068921,66430.0,Chevrolet,Malibu,2022,17472.29,16.58,18.36,84,True,33,441,2024-12-03,2031-10-28,Paid Off,0
68922,CUST00068923,42999.28,Chevrolet,Trax,2022,27839.49,14.15,13.9,84,False,38,633,2024-11-01,2031-09-26,Default,1
68923,CUST00068924,115751.98,Chevrolet,Silverado 3500HD,2023,75892.91,3.18,5.55,84,True,47,751,2024-10-13,2031-09-07,Paid Off,0
68925,CUST00068926,99350.37,GMC,Sierra 1500,2025,48966.6,17.16,16.81,24,True,8,543,2022-03-29,2024-03-18,Paid Off,0
68928,CUST00068929,81670.48,Cadillac,Celestiq,2025,55905.7,2.68,4.06,24,True,20,850,2022-08-31,2024-08-20,Paid Off,0
68931,CUST00068932,115832.36,Cadillac,Lyriq,2024,76954.23,6.15,8.43,72,False,39,707,2022-06-10,2028-05-09,Default,1
68936,CUST00068937,82298.21,GMC,Yukon,2025,75962.91,5.92,7.3,72,False,46,720,2024-09-19,2030-08-19,Paid Off,0
68945,CUST00068946,82759.81,Cadillac,Escalade ESV,2025,80885.76,4.13,6.78,48,True,47,796,2021-11-06,2025-10-16,Paid Off,0
68950,CUST00068951,119464.82,Cadillac,Lyriq,2023,51828.64,10.02,11.41,24,True,14,676,2022-05-27,2024-05-16,Paid Off,0
68956,CUST00068957,37317.56,Chevrolet,Silverado 1500,2024,9893.4,17.97,20.53,24,True,8,533,2022-10-22,2024-10-11,Paid Off,0
68968,CUST00068969,82760.34,Cadillac,CT5,2025,60564.46,13.06,15.99,24,True,20,614,2023-06-12,2025-06-01,Paid Off,0
68975,CUST00068976,104475.52,Cadillac,CT5,2023,61995.42,4.04,5.12,72,True,43,809,2024-10-16,2030-09-15,Paid Off,0
68979,CUST00068980,117180.86,Cadillac,Lyriq,2022,67898.96,14.9,16.07,72,False,31,550,2025-03-30,2031-02-27,Default,1
68985,CUST00068986,70395.61,GMC,Acadia,2025,58085.04,4.86,7.1,24,True,19,720,2025-01-02,2026-12-23,Paid Off,0
69008,CUST00069009,66445.13,Chevrolet,Corvette,2024,37371.05,15.09,15.86,24,False,8,452,2023-02-02,2025-01-22,Paid Off,0
69011,CUST00069012,74194.48,GMC,Yukon XL,2022,76651.39,4.33,5.18,24,False,20,735,2023-08-27,2025-08-16,Paid Off,0
69017,CUST00069018,52033.99,GMC,Yukon,2024,28334.97,15.18,17.64,36,True,18,496,2025-02-28,2028-02-13,Default,1
69028,CUST00069029,100260.78,Cadillac,Escalade ESV,2023,43957.88,18.13,17.93,60,False,31,577,2025-04-02,2030-03-07,Default,1
69029,CUST00069030,67571.71,GMC,Canyon,2024,51527.34,10.28,10.29,48,False,30,609,2024-04-17,2028-03-27,Paid Off,0
69045,CUST00069046,36537.56,Chevrolet,Silverado 2500HD,2024,26429.19,10.9,12.59,84,False,40,634,2023-02-24,2030-01-18,Default,1
69047,CUST00069048,95410.65,GMC,Terrain,2023,72512.94,6.58,6.55,24,True,19,724,2023-08-16,2025-08-05,Paid Off,0
69059,CUST00069060,110544.72,Chevrolet,Traverse,2025,73496.71,12.82,13.46,84,True,40,609,2022-08-08,2029-07-02,Paid Off,0
69061,CUST00069062,102605.92,Chevrolet,Suburban,2024,71748.05,4.0,5.86,60,True,44,843,2025-08-05,2030-07-10,Default,1
69062,CUST00069063,110767.85,GMC,Sierra 2500HD,2025,36200.34,17.69,19.68,36,False,17,556,2022-08-06,2025-07-21,Paid Off,0
69065,CUST00069066,107374.96,Cadillac,Celestiq,2022,31925.31,14.83,14.98,36,True,26,646,2022-02-20,2025-02-04,Paid Off,0
69066,CUST00069067,117367.3,Cadillac,Escalade,2023,73665.65,3.66,6.23,60,True,45,844,2022-03-25,2027-02-27,Default,1
69068,CUST00069069,40672.6,Chevrolet,Colorado,2025,28704.81,15.32,15.03,72,True,33,612,2022-12-26,2028-11-24,Default,1
69071,CUST00069072,115775.52,Cadillac,XT6,2023,67697.14,2.9,4.06,48,True,41,797,2022-08-07,2026-07-17,Default,1
69072,CUST00069073,106160.52,GMC,Sierra 1500,2024,25093.55,14.79,16.46,36,True,11,506,2024-06-01,2027-05-17,Paid Off,0
69073,CUST00069074,77427.23,Buick,Encore,2022,44302.88,15.41,17.13,60,False,16,417,2025-10-30,2030-10-04,Paid Off,0
69078,CUST00069079,66777.99,GMC,Yukon XL,2023,33197.98,14.83,16.58,24,False,10,410,2023-04-06,2025-03-26,Paid Off,0
69079,CUST00069080,59662.14,Chevrolet,Trax,2023,13301.6,17.69,20.68,24,True,11,503,2023-05-11,2025-04-30,Paid Off,0
69082,CUST00069083,102960.81,Cadillac,Lyriq,2023,46975.63,11.28,12.91,36,True,22,686,2022-07-28,2025-07-12,Paid Off,0
69091,CUST00069092,81177.6,Cadillac,CT5,2023,88425.01,9.71,9.47,24,True,20,696,2022-06-12,2024-06-01,Paid Off,0
69096,CUST00069097,109908.52,GMC,Yukon,2024,61811.33,12.47,13.7,72,False,29,631,2025-08-14,2031-07-14,Paid Off,0
69097,CUST00069098,81968.83,GMC,Terrain,2025,76855.42,4.3,6.56,36,True,33,822,2023-10-22,2026-10-06,Default,1
69120,CUST00069121,49979.25,Chevrolet,Impala,2023,26090.4,17.23,19.33,60,False,31,495,2024-05-26,2029-04-30,Default,1
69124,CUST00069125,67225.85,GMC,Acadia,2025,60101.48,4.44,6.46,84,True,41,748,2023-10-13,2030-09-06,Default,1
69129,CUST00069130,82637.04,Cadillac,Escalade,2022,41897.39,14.43,13.49,72,False,36,634,2025-10-17,2031-09-16,Default,1
69131,CUST00069132,94568.54,Cadillac,Escalade ESV,2022,78500.32,4.16,5.25,84,False,39,752,2021-12-12,2028-11-05,Paid Off,0
69138,CUST00069139,104441.98,Cadillac,CT5,2024,80010.26,10.46,11.37,24,True,18,625,2023-03-22,2025-03-11,Paid Off,0
69146,CUST00069147,117935.56,Cadillac,CT4,2025,86672.57,3.95,6.52,24,True,23,768,2024-04-24,2026-04-14,Paid Off,0
69155,CUST00069156,89541.04,Chevrolet,Suburban,2023,60537.72,13.07,15.54,24,False,15,602,2022-06-24,2024-06-13,Paid Off,0
69158,CUST00069159,31025.1,Chevrolet,Colorado,2024,13500.27,17.07,19.98,36,True,14,599,2021-11-30,2024-11-14,Paid Off,0
69159,CUST00069160,79674.33,Chevrolet,Suburban,2023,47722.74,14.54,15.64,36,False,19,484,2023-08-27,2026-08-11,Paid Off,0
69160,CUST00069161,44638.22,Buick,Envision,2023,13900.33,18.71,21.18,60,False,32,382,2025-02-01,2030-01-06,Paid Off,0
69167,CUST00069168,53398.01,GMC,Hummer EV,2024,36356.27,9.39,11.7,24,True,16,697,2023-10-07,2025-09-26,Paid Off,0
69170,CUST00069171,43071.56,Chevrolet,Silverado 2500HD,2025,12991.08,16.88,17.61,24,False,12,433,2023-08-04,2025-07-24,Paid Off,0
69184,CUST00069185,74412.43,Buick,Envision,2022,37978.68,16.67,17.82,84,False,27,439,2024-12-29,2031-11-23,Paid Off,0
69193,CUST00069194,35776.79,Chevrolet,Bolt EV,2022,8129.74,15.29,17.85,60,False,32,583,2025-01-04,2029-12-09,Default,1
69196,CUST00069197,113816.95,GMC,Canyon,2022,57418.91,7.11,6.81,36,True,25,696,2022-09-08,2025-08-23,Paid Off,0
69229,CUST00069230,80546.09,Cadillac,Celestiq,2022,64293.82,6.06,6.24,24,True,19,745,2023-02-07,2025-01-27,Paid Off,0
69232,CUST00069233,82920.08,Cadillac,XT4,2024,25814.56,18.42,18.22,48,False,32,547,2025-07-12,2029-06-21,Default,1
69236,CUST00069237,40411.75,Chevrolet,Suburban,2024,8822.87,17.39,20.04,84,True,24,352,2024-12-07,2031-11-01,Default,1
69262,CUST00069263,83998.82,Chevrolet,Equinox,2023,40561.44,14.83,14.76,24,True,8,554,2022-02-28,2024-02-18,Paid Off,0
69264,CUST00069265,80035.18,Cadillac,XT6,2025,40221.83,10.65,10.07,24,False,19,665,2022-08-29,2024-08-18,Paid Off,0
69266,CUST00069267,62533.91,GMC,Sierra 1500,2023,30248.87,15.78,16.71,24,False,11,514,2023-03-28,2025-03-17,Paid Off,0
69276,CUST00069277,76832.23,Buick,Encore,2022,41268.6,7.49,7.64,84,False,43,652,2023-12-25,2030-11-18,Paid Off,0
69277,CUST00069278,59934.21,GMC,Sierra 2500HD,2022,20257.77,18.67,21.49,24,False,14,405,2023-01-25,2025-01-14,Paid Off,0
69285,CUST00069286,56755.2,GMC,Yukon XL,2023,40464.76,11.59,12.21,36,True,28,651,2023-04-09,2026-03-24,Paid Off,0
69294,CUST00069295,73425.92,Chevrolet,Silverado 3500HD,2024,56485.04,15.29,14.94,24,False,17,638,2022-08-25,2024-08-14,Paid Off,0
69298,CUST00069299,40809.99,Chevrolet,Silverado 3500HD,2023,28148.7,12.43,11.86,84,True,36,622,2022-06-08,2029-05-02,Paid Off,0
69301,CUST00069302,68335.52,Buick,Encore GX,2024,41501.45,18.35,20.76,72,True,28,466,2023-05-27,2029-04-25,Default,1
69311,CUST00069312,65706.91,Buick,Encore GX,2023,49881.14,12.18,13.48,24,True,17,642,2021-12-13,2023-12-03,Paid Off,0
69312,CUST00069313,93339.26,Chevrolet,Silverado 3500HD,2022,66409.89,3.71,6.54,36,True,31,756,2022-10-03,2025-09-17,Paid Off,0
69316,CUST00069317,98235.8,GMC,Acadia,2022,62096.09,3.6,4.84,60,True,43,835,2024-02-18,2029-01-22,Paid Off,0
69319,CUST00069320,41575.22,Chevrolet,Silverado 1500,2025,24991.78,11.8,14.74,36,True,23,621,2023-02-15,2026-01-30,Default,1
69335,CUST00069336,101630.51,Cadillac,XT5,2024,62812.92,18.84,20.19,24,True,8,521,2023-11-07,2025-10-27,Paid Off,0
69364,CUST00069365,43162.78,Chevrolet,Bolt EV,2022,18093.17,15.3,15.55,36,True,23,300,2023-06-16,2026-05-31,Paid Off,0
69366,CUST00069367,63400.78,Chevrolet,Colorado,2024,23783.2,15.86,17.33,24,False,12,556,2022-03-25,2024-03-14,Paid Off,0
69368,CUST00069369,37655.77,Chevrolet,Colorado,2025,10956.15,16.84,16.65,24,False,15,414,2023-10-04,2025-09-23,Paid Off,0
69369,CUST00069370,33371.35,Chevrolet,Tahoe,2024,13403.12,18.85,21.61,48,False,23,314,2024-02-27,2028-02-06,Default,1
69370,CUST00069371,36641.6,Chevrolet,Silverado 3500HD,2025,14679.07,16.26,16.06,60,False,23,555,2022-11-24,2027-10-29,Paid Off,0
69377,CUST00069378,77417.62,Chevrolet,Suburban,2022,29401.68,17.47,17.7,24,True,11,491,2023-06-30,2025-06-19,Paid Off,0
69386,CUST00069387,66254.18,Chevrolet,Corvette,2022,19969.89,14.63,17.27,36,False,20,494,2022-01-24,2025-01-08,Paid Off,0
69387,CUST00069388,94708.75,Cadillac,CT4,2023,64852.32,6.98,9.23,24,False,20,680,2023-08-30,2025-08-19,Paid Off,0
69390,CUST00069391,47704.09,Chevrolet,Traverse,2024,34563.63,12.08,12.33,24,True,19,612,2023-10-08,2025-09-27,Paid Off,0
69409,CUST00069410,89361.58,Chevrolet,Trax,2025,33727.19,6.62,8.25,24,True,14,678,2023-04-22,2025-04-11,Paid Off,0
69411,CUST00069412,55590.69,Chevrolet,Trax,2024,68318.82,5.37,7.26,24,True,20,704,2023-06-26,2025-06-15,Paid Off,0
69415,CUST00069416,47575.56,Chevrolet,Trailblazer,2023,19510.28,16.65,16.82,72,True,27,554,2023-11-02,2029-10-01,Paid Off,0
69419,CUST00069420,79076.37,Chevrolet,Colorado,2023,43552.53,5.85,7.29,60,True,44,700,2022-08-19,2027-07-24,Default,1
69423,CUST00069424,109753.34,Cadillac,Celestiq,2025,34810.89,15.54,18.31,60,True,32,523,2023-12-01,2028-11-04,Paid Off,0
69429,CUST00069430,25166.69,Chevrolet,Silverado 3500HD,2024,8156.11,16.12,15.68,36,False,15,406,2021-12-17,2024-12-01,Paid Off,0
69432,CUST00069433,82365.16,Cadillac,XT5,2025,45617.92,12.31,12.56,24,True,19,604,2023-10-13,2025-10-02,Paid Off,0
69452,CUST00069453,47266.73,Chevrolet,Silverado 2500HD,2024,16557.6,16.48,16.1,36,True,18,318,2022-03-19,2025-03-03,Paid Off,0
69453,CUST00069454,49464.46,Chevrolet,Colorado,2024,11110.59,18.24,20.25,24,True,7,486,2025-02-25,2027-02-15,Default,1
69456,CUST00069457,119327.83,GMC,Hummer EV,2024,59612.3,16.99,18.17,36,False,16,583,2022-02-25,2025-02-09,Paid Off,0
69461,CUST00069462,80721.5,Chevrolet,Impala,2022,33651.65,16.19,18.78,36,False,23,575,2025-01-07,2027-12-23,Default,1
69464,CUST00069465,84815.46,Cadillac,CT4,2024,41103.25,13.46,13.83,24,False,17,637,2022-10-04,2024-09-23,Paid Off,0
69466,CUST00069467,87221.86,Cadillac,Lyriq,2025,75385.32,5.0,6.63,36,True,30,712,2024-09-07,2027-08-23,Default,1
69469,CUST00069470,78566.99,Chevrolet,Blazer,2025,44208.2,14.63,17.61,24,True,16,536,2022-03-31,2024-03-20,Paid Off,0
69477,CUST00069478,54303.57,Buick,Regal,2025,28229.87,17.99,19.49,24,True,9,510,2022-01-19,2024-01-09,Paid Off,0
69482,CUST00069483,58411.01,GMC,Sierra 2500HD,2023,32031.51,14.15,15.13,36,False,12,568,2022-10-19,2025-10-03,Paid Off,0
69490,CUST00069491,73213.21,Chevrolet,Trailblazer,2022,74901.71,4.5,6.98,24,False,22,720,2022-09-15,2024-09-04,Paid Off,0
69493,CUST00069494,45247.11,Buick,Encore,2022,24537.02,14.98,17.23,24,False,8,332,2022-11-25,2024-11-14,Paid Off,0
69494,CUST00069495,64505.87,GMC,Yukon XL,2022,35212.19,15.83,17.62,36,True,14,547,2021-12-24,2024-12-08,Paid Off,0
69500,CUST00069501,38838.19,Chevrolet,Silverado 2500HD,2024,9824.54,16.15,17.92,24,False,8,313,2023-06-09,2025-05-29,Paid Off,0
69510,CUST00069511,58456.02,Chevrolet,Camaro,2022,18450.22,15.86,16.04,24,False,8,491,2023-10-25,2025-10-14,Paid Off,0
69511,CUST00069512,28749.91,Chevrolet,Silverado 2500HD,2025,13705.3,18.44,21.02,36,True,10,419,2022-10-07,2025-09-21,Paid Off,0
69516,CUST00069517,89717.52,Cadillac,XT4,2023,52337.0,4.28,3.89,24,True,19,784,2022-06-26,2024-06-15,Paid Off,0
69523,CUST00069524,74009.23,GMC,Sierra 1500,2023,16940.34,18.17,19.95,48,False,16,516,2024-12-28,2028-12-07,Default,1
69537,CUST00069538,72544.67,Chevrolet,Trailblazer,2024,37842.51,10.26,11.48,60,False,41,669,2024-06-25,2029-05-30,Default,1
69545,CUST00069546,38684.94,Chevrolet,Corvette,2022,18631.45,14.72,17.1,36,True,17,449,2023-09-02,2026-08-17,Paid Off,0
69555,CUST00069556,55744.05,GMC,Yukon,2025,66346.98,4.48,4.62,48,True,47,715,2024-09-15,2028-08-25,Default,1
69557,CUST00069558,59947.73,GMC,Hummer EV,2024,43094.1,11.84,13.71,24,False,16,615,2022-06-27,2024-06-16,Paid Off,0
69560,CUST00069561,105214.61,Cadillac,Escalade,2025,44422.51,16.09,15.32,24,True,9,590,2023-08-10,2025-07-30,Paid Off,0
69565,CUST00069566,26635.54,Chevrolet,Silverado 2500HD,2025,8916.5,17.5,19.41,36,False,14,412,2022-11-05,2025-10-20,Paid Off,0
69568,CUST00069569,37517.55,Buick,Encore GX,2025,22322.99,17.14,16.18,24,False,14,353,2023-10-11,2025-09-30,Paid Off,0
69576,CUST00069577,69550.83,Chevrolet,Suburban,2024,42977.84,14.41,14.37,36,False,11,581,2024-11-03,2027-10-19,Paid Off,0
69586,CUST00069587,108194.86,Cadillac,Lyriq,2023,73633.22,3.72,4.46,36,False,34,795,2022-05-26,2025-05-10,Paid Off,0
69593,CUST00069594,50979.2,GMC,Hummer EV,2023,34762.59,5.04,5.68,36,False,33,719,2022-04-28,2025-04-12,Paid Off,0
69596,CUST00069597,79804.66,GMC,Sierra 3500HD,2024,23328.27,14.54,13.57,24,True,7,401,2023-03-19,2025-03-08,Paid Off,0
69611,CUST00069612,75839.01,Buick,Regal,2022,40329.7,16.2,18.64,48,True,28,487,2025-06-14,2029-05-24,Default,1
69615,CUST00069616,89469.91,Cadillac,Escalade ESV,2023,42162.85,15.46,15.4,84,False,32,554,2023-01-11,2029-12-05,Default,1
69616,CUST00069617,62081.86,Chevrolet,Colorado,2024,26114.58,14.7,15.97,24,False,8,451,2022-11-01,2024-10-21,Paid Off,0
69632,CUST00069633,26716.95,Chevrolet,Tahoe,2022,12188.67,15.59,16.33,60,False,26,448,2021-12-16,2026-11-20,Default,1
69634,CUST00069635,40078.15,Buick,Encore GX,2025,8337.0,18.29,17.92,84,True,16,414,2024-05-24,2031-04-18,Paid Off,0
69648,CUST00069649,103873.54,Cadillac,Celestiq,2023,33877.67,15.0,14.6,84,False,15,543,2022-04-12,2029-03-06,Default,1
69654,CUST00069655,65592.82,GMC,Sierra 2500HD,2022,22227.45,11.55,11.08,24,True,17,630,2023-05-02,2025-04-21,Paid Off,0
69668,CUST00069669,90084.67,GMC,Sierra 1500,2023,29785.45,16.52,18.26,36,True,24,588,2024-04-13,2027-03-29,Paid Off,0
69672,CUST00069673,82404.94,GMC,Sierra 1500,2025,53295.79,7.42,6.63,36,True,30,688,2022-05-19,2025-05-03,Paid Off,0
69677,CUST00069678,49605.75,Buick,Envision,2022,23547.71,17.2,18.03,24,False,10,551,2022-01-28,2024-01-18,Paid Off,0
69681,CUST00069682,71294.02,Buick,Enclave,2022,17319.39,15.11,16.98,48,False,28,516,2022-02-17,2026-01-27,Default,1
69684,CUST00069685,28842.61,Chevrolet,Tahoe,2022,10852.82,17.68,18.36,72,True,17,388,2022-04-12,2028-03-11,Paid Off,0
69699,CUST00069700,37514.97,Chevrolet,Impala,2024,23378.65,10.04,11.87,72,True,34,610,2024-09-16,2030-08-16,Default,1
69704,CUST00069705,42344.45,Chevrolet,Corvette,2025,17406.58,16.37,17.5,72,False,29,341,2023-02-17,2029-01-16,Paid Off,0
69713,CUST00069714,75375.18,Chevrolet,Equinox,2022,43293.53,13.87,13.75,36,True,30,612,2022-01-06,2024-12-21,Paid Off,0
69719,CUST00069720,75805.53,Chevrolet,Trax,2022,81561.05,4.37,6.17,84,True,43,740,2022-02-23,2029-01-17,Default,1
69723,CUST00069724,64585.99,Chevrolet,Tahoe,2023,60778.62,6.7,8.86,48,False,33,693,2025-04-25,2029-04-04,Default,1
69727,CUST00069728,66523.82,GMC,Yukon XL,2025,16455.61,14.21,16.5,24,False,11,407,2023-01-14,2025-01-03,Paid Off,0
69734,CUST00069735,25867.45,Buick,Regal,2025,11447.39,18.14,21.09,24,True,16,335,2025-03-21,2027-03-11,Default,1
69737,CUST00069738,82235.45,Cadillac,XT6,2022,66702.03,2.96,5.67,36,True,29,836,2022-04-01,2025-03-16,Paid Off,0
69741,CUST00069742,49412.75,Chevrolet,Camaro,2022,14289.87,18.66,20.18,84,False,31,412,2024-07-19,2031-06-13,Paid Off,0
69752,CUST00069753,65748.32,Chevrolet,Malibu,2024,20357.24,16.98,17.86,36,True,24,563,2023-12-21,2026-12-05,Paid Off,0
69762,CUST00069763,81140.81,Cadillac,XT6,2023,65830.41,10.2,10.05,36,True,28,650,2021-12-12,2024-11-26,Paid Off,0
69773,CUST00069774,58574.54,Chevrolet,Colorado,2023,60661.3,6.86,8.53,36,True,32,744,2022-11-05,2025-10-20,Paid Off,0
69785,CUST00069786,65688.37,Chevrolet,Camaro,2025,85988.97,6.9,7.12,36,True,32,730,2023-11-27,2026-11-11,Default,1
69790,CUST00069791,37452.99,Chevrolet,Silverado 2500HD,2023,22908.42,16.27,17.11,84,True,27,585,2025-07-26,2032-06-19,Paid Off,0
69794,CUST00069795,28207.68,Chevrolet,Colorado,2024,16002.97,16.63,17.41,36,True,19,582,2021-12-15,2024-11-29,Paid Off,0
