annual_income,loan_amount,loan_term_months,credit_score,target
92049.46,37900.42,48,594,1
77579.17,32955.97,36,475,0
113602.9,85222.26,36,751,0
30311.96,18193.82,24,525,0
102409.25,83119.0,24,700,0
39228.09,11777.56,24,459,1
115955.61,67084.68,24,537,0
91471.45,49347.33,36,662,0
61790.46,19805.67,36,488,0
34078.04,9360.31,84,384,0
95170.18,55411.42,72,520,0
95185.76,81906.05,60,787,1
61700.84,22874.48,24,543,0
64052.89,31925.01,84,655,0
61659.55,16243.78,24,501,0
65742.82,36827.35,36,537,0
96970.93,50414.71,24,645,1
72535.99,34590.06,24,694,0
63966.86,70190.48,48,731,1
72429.06,42815.3,72,568,0
101184.57,47911.86,84,665,0
41834.44,17271.46,48,617,0
40994.74,17673.11,36,565,1
104977.18,79089.05,48,791,1
109038.7,55551.75,84,608,1
57252.06,14756.62,60,510,1
72648.2,57934.85,24,657,0
112871.79,43464.87,24,654,0
39448.75,12192.6,36,628,0
94483.45,75449.16,24,833,0
28564.61,21945.01,24,616,0
114498.84,45018.01,24,565,0
43127.59,18541.06,36,329,0
29591.57,17246.52,36,629,0
100542.85,33749.18,24,568,0
91707.5,83158.69,36,772,0
30299.98,17790.89,48,408,0
91220.97,37730.67,36,519,0
52532.81,27231.64,24,702,1
46112.28,22795.94,24,452,0
78737.84,42942.69,24,492,0
90584.48,52131.65,48,644,0
47969.57,29401.39,72,625,1
114831.47,61747.27,48,702,1
42646.75,10227.34,36,504,0
71183.45,27032.53,60,650,0
71792.41,28877.09,36,652,0
82880.65,50428.7,36,632,1
88032.3,23414.47,72,553,1
80303.8,19204.21,48,505,0
33264.5,19664.79,24,619,0
74822.46,53921.25,84,645,0
50627.84,15006.38,24,532,0
103923.99,57274.01,24,793,0
104187.75,63379.52,24,812,0
102648.73,86463.8,60,755,1
103924.45,89260.8,48,637,0
92319.42,46954.81,24,501,0
65329.56,39140.78,36,536,0
101478.52,60822.05,36,554,0
43013.45,17149.82,84,624,1
33053.97,18394.66,84,631,0
65487.2,38123.96,24,453,0
72048.62,57840.96,24,749,0
89180.21,48626.43,24,736,0
109535.7,88512.79,24,845,0
74412.88,39177.91,60,405,0
115102.84,63975.73,72,541,0
115481.9,81639.39,60,849,1
69912.33,39333.51,24,546,0
76938.43,54504.43,60,625,1
63219.28,27831.35,24,699,0
40046.91,16032.73,48,557,1
52341.63,14031.08,24,526,1
111500.6,53013.39,60,575,0
46705.93,24257.12,24,420,0
103032.26,76727.28,24,612,0
78613.15,17318.68,36,416,0
88297.53,54869.32,24,598,0
82594.06,74939.5,24,834,0
80481.96,81872.11,84,796,1
109580.58,51323.77,36,707,0
53384.83,22535.12,48,682,1
106055.69,70192.47,24,656,0
102683.68,82677.01,24,606,0
76947.12,33257.64,24,523,0
110484.92,85922.83,24,711,1
75245.28,45018.06,36,418,0
72355.91,45533.27,72,654,0
62821.33,17690.37,72,538,0
27836.16,14682.57,72,442,1
26683.35,10471.95,36,393,0
38963.66,17466.11,24,451,0
25115.54,12271.67,60,579,0
92754.91,54275.74,72,505,1
78839.19,45329.68,24,499,0
37850.75,21705.26,24,326,0
29071.23,14226.68,24,300,0
27058.23,12579.55,24,565,0
116174.11,67916.26,24,736,0
61394.49,19150.79,36,484,1
40585.45,17758.51,36,346,0
49318.13,10006.49,24,401,0
64713.28,30436.89,24,630,0
40191.46,12873.39,36,490,0
50025.5,24236.71,84,555,1
58081.7,27609.78,24,519,1
30368.35,8317.81,60,331,1
79960.26,26714.89,24,508,0
107602.71,73928.71,60,684,1
37312.21,27214.72,24,615,0
115297.69,81970.32,24,815,0
83520.08,62544.37,72,695,1
90477.95,64703.16,36,795,0
104812.18,75090.67,72,777,1
74454.29,39592.97,84,443,1
106860.95,40039.67,48,619,0
114237.03,86975.06,36,818,0
63387.76,29349.62,24,576,0
102775.2,46140.76,36,563,0
77085.15,71794.78,60,662,1
28275.26,11986.86,84,373,1
90166.51,67815.28,24,799,0
26285.05,13994.24,24,475,0
97645.15,54848.33,24,622,0
45441.8,21011.33,60,382,1
118774.65,68904.22,36,716,0
46780.82,20526.8,24,456,0
71418.09,71927.12,36,740,0
100343.82,68572.91,36,647,0
97208.98,36036.74,60,622,0
44519.95,27526.41,24,357,0
116882.83,81256.17,24,689,0
61155.09,52371.84,48,612,0
57416.57,28093.33,60,417,0
70050.28,43514.94,24,456,0
53582.1,18966.18,60,515,1
44545.47,22120.35,48,593,0
104046.46,61184.84,72,724,0
42046.96,12493.2,60,410,1
54784.2,16312.08,36,460,0
66139.89,65155.08,24,661,0
105883.54,80493.34,36,802,0
95790.13,21258.54,24,515,0
57510.31,27957.35,24,515,0
53843.79,39626.67,24,640,0
60156.48,30561.28,72,620,0
76703.26,47244.78,48,594,0
51323.9,36572.93,24,677,0
95651.27,63457.21,72,715,0
118117.55,41765.75,24,604,0
94555.66,43816.91,24,516,0
50195.66,11195.18,84,593,1
70645.58,16243.42,36,522,0
68024.0,45528.09,24,647,0
109026.84,86086.2,24,658,0
91846.79,40506.58,72,516,0
86281.52,57984.26,36,627,0
101578.36,58702.62,24,590,0
56052.82,69039.05,72,729,1
44384.0,15043.18,24,354,0
46041.43,13934.36,24,363,0
43675.64,25434.94,48,364,0
34426.83,10776.94,36,415,1
30822.65,12739.07,48,442,1
60583.43,23897.21,72,551,1
83874.68,36380.86,24,556,0
44874.15,10324.1,36,420,0
67353.17,39115.63,48,636,1
62428.67,24665.23,24,487,0
68766.5,25349.26,24,631,0
115432.19,79287.4,60,814,0
109181.36,64930.04,84,619,0
102179.75,89259.55,36,746,0
109283.26,45144.8,84,556,1
119601.61,64656.57,24,531,0
37752.64,21416.19,36,349,1
104977.83,81895.09,72,673,0
72591.98,73190.15,36,734,0
91793.58,70098.34,48,697,0
92935.44,74053.95,60,645,1
107073.21,48730.66,24,537,0
114102.83,65762.02,24,731,0
69846.8,34885.85,36,641,0
29583.86,17574.84,24,347,0
108751.44,67610.81,24,824,0
38029.57,18951.89,24,501,0
83473.64,58754.01,84,649,1
72445.25,30220.35,36,531,1
59160.48,72945.32,48,734,0
103223.48,75748.26,60,762,1
95981.68,24637.97,24,562,0
29830.27,16495.5,24,341,0
62614.04,41613.78,48,623,1
103168.81,56666.49,24,777,0
34492.55,10674.04,48,311,0
97153.86,73586.07,24,709,0
111037.96,56008.86,48,555,1
59722.97,19183.66,36,407,0
84200.18,55399.51,24,677,0
106038.46,58371.41,60,696,1
29458.61,12580.65,36,348,1
66777.29,40112.93,72,697,1
27191.56,8260.06,72,422,1
73196.06,31432.42,48,541,1
29423.21,13888.27,24,348,0
66694.51,15972.63,72,450,1
55899.26,31519.05,36,582,0
75102.71,31687.58,24,676,0
47792.69,29244.1,36,468,0
96098.11,59047.3,84,559,1
53159.14,18806.26,60,560,0
74689.98,35100.89,48,423,1
39484.32,18201.16,24,496,0
82753.24,41955.33,84,570,0
27206.44,8594.94,24,370,0
42444.17,15372.17,24,440,0
25079.23,7525.91,24,385,0
81180.99,51582.19,36,719,0
31523.7,11806.07,48,313,1
104674.07,58419.85,48,689,1
30938.19,14914.28,48,391,1
107918.31,88891.93,48,815,0
26661.29,15300.71,24,413,0
65099.77,30055.76,60,541,0
42277.64,15534.42,60,473,0
35770.51,16843.99,36,490,0
37736.72,18703.3,24,530,0
90507.06,72254.5,24,807,0
91781.8,52575.63,72,539,0
25280.15,10659.89,24,642,0
52196.59,16077.49,84,456,0
90574.65,44770.59,36,563,0
45296.93,17425.13,36,442,0
77340.96,35059.85,84,537,1
54959.88,12470.7,84,412,1
71370.37,59181.31,36,687,0
50362.62,13525.39,36,623,0
103528.43,40335.68,84,580,1
51503.62,23929.07,84,614,1
74176.72,69270.19,36,733,0
92279.08,52835.76,84,716,1
47305.14,20691.25,24,610,0
49328.75,19737.91,84,347,1
110283.59,79590.67,36,600,0
75393.11,75378.32,48,671,0
69601.35,27976.48,24,425,0
63125.09,31906.18,24,512,0
116737.66,54517.96,84,704,1
35785.8,20422.6,48,590,1
44094.62,11771.23,24,358,1
113417.52,67536.51,48,601,0
40122.45,13268.86,36,626,0
107193.61,59589.46,36,789,0
79365.47,42652.66,36,513,0
35931.34,18923.11,72,403,1
80912.23,84808.48,24,825,0
61315.98,12747.52,48,482,0
79494.63,29421.88,24,457,0
73158.6,27939.01,36,451,0
79182.6,22542.6,24,409,0
70002.95,64767.36,72,690,1
108729.0,42805.51,24,510,0
71519.5,33886.48,48,635,0
47720.33,14994.5,36,380,0
83184.56,54925.09,84,706,0
112715.96,81925.16,24,644,0
78807.3,33928.97,84,454,0
83274.1,58056.67,24,607,0
67176.53,41501.0,72,624,0
84222.44,76074.63,36,808,1
85630.9,50780.91,24,726,0
25779.4,8064.41,24,311,0
119068.02,30164.64,24,589,0
42101.73,19091.59,60,544,0
53133.19,16755.71,48,564,0
99707.43,53978.47,24,802,0
53443.49,20065.7,36,589,0
85535.53,63082.77,24,706,0
93884.26,56908.74,72,739,0
106096.99,47929.34,24,600,0
31160.56,15246.46,24,329,0
74246.32,26065.74,24,455,0
108493.12,50559.51,48,602,0
110182.01,47496.63,36,566,0
38888.35,18345.88,24,612,0
53230.83,27973.28,36,504,0
48787.12,27311.53,84,474,1
110821.17,74765.66,72,836,1
93973.97,66751.82,72,649,1
39755.06,14095.67,84,531,1
51552.27,10696.53,48,410,1
51479.22,17501.99,36,547,0
101489.83,74055.33,84,686,0
92403.2,79631.8,24,783,0
52791.21,43910.57,24,707,0
60560.43,14357.17,60,532,0
50130.08,11827.54,24,414,0
55473.59,58264.85,24,661,0
105363.73,39631.37,24,687,0
65836.82,17964.6,48,420,0
66690.21,35679.38,60,489,1
109574.41,50100.84,72,541,0
104991.38,36690.64,36,621,0
27649.1,11149.57,24,452,0
70242.26,39480.42,24,706,0
40712.16,15086.23,24,564,0
95065.6,67805.49,24,829,0
36971.79,11950.71,24,543,0
32039.85,16437.6,48,611,1
105785.95,59772.86,60,537,1
85034.28,48273.4,84,660,1
49859.93,11694.01,48,556,0
96300.76,44027.7,60,517,0
47676.82,21751.5,48,579,1
101421.94,64330.75,48,797,0
86780.51,47791.36,84,631,0
96237.46,78492.46,24,832,0
93864.13,41469.91,24,632,0
48843.43,26211.02,24,496,0
51748.02,23907.93,36,617,0
43336.72,19640.53,48,423,1
103461.9,80681.01,60,672,0
103844.16,86843.6,36,785,0
112854.94,63664.25,24,789,0
75316.14,47070.1,36,713,0
79217.92,88466.79,24,651,0
25784.9,8297.47,84,587,1
100273.1,67264.08,72,717,1
59693.17,31103.8,24,467,0
51893.23,18658.48,24,588,0
100326.05,80109.82,36,690,0
36754.73,17924.73,24,627,0
94960.27,42562.28,36,743,0
66889.96,52258.08,24,692,1
58645.54,32214.15,48,696,0
69650.84,41320.45,48,564,0
102024.49,41337.14,24,596,0
61164.2,64650.34,48,716,1
58476.57,28525.87,48,497,0
36773.22,9707.04,48,531,0
61152.04,80768.01,24,742,0
32794.75,7337.35,72,317,1
119877.71,63519.19,24,639,0
86741.1,54475.88,60,735,1
26241.7,5434.17,48,352,0
46889.55,21945.23,24,576,0
105059.0,85593.75,72,751,0
117739.51,54733.81,24,706,0
114288.07,57130.31,72,657,0
30775.71,11404.94,24,456,0
90744.34,86884.83,60,741,0
35509.61,16852.29,36,412,0
53836.5,20922.74,48,573,1
58864.04,12503.89,24,586,1
98933.62,58311.91,36,541,0
87817.83,21623.41,36,585,1
46105.33,14481.58,60,438,1
86931.01,45516.08,48,735,1
108812.33,59117.12,36,501,1
76853.24,41910.55,24,488,0
59158.15,27085.8,36,651,1
76518.28,52109.69,84,671,1
104007.59,33899.89,36,630,0
101981.43,51231.5,60,720,1
113396.59,73783.18,24,600,0
30413.66,18092.29,24,561,1
37390.15,7755.5,48,588,1
82799.71,64210.43,36,838,0
49993.83,19126.26,48,636,1
81058.94,41420.67,24,517,0
43497.47,19515.77,24,420,0
49530.13,19943.74,36,406,1
93152.02,74370.5,24,638,0
78458.63,54094.08,48,630,0
34325.29,13729.25,24,621,0
68821.98,37795.03,24,512,0
89577.41,39518.95,48,505,0
94804.73,25659.39,24,566,0
98395.45,82848.7,24,703,0
99563.78,60203.65,48,715,0
78018.66,18187.86,48,582,1
30233.28,15090.89,36,304,0
57693.97,68762.67,72,731,0
87150.18,32673.99,24,579,0
46291.73,28536.01,72,424,1
83763.58,76503.84,36,701,0
77471.21,38547.59,48,515,0
94760.71,81286.36,36,840,0
63982.9,22065.68,72,592,1
51978.07,19202.68,24,412,0
40798.8,26885.34,36,650,0
101101.63,70442.07,24,848,0
105641.77,36579.34,48,520,0
72876.61,46248.71,24,598,0
112485.52,83895.39,24,745,0
37509.72,20566.32,36,382,0
78620.82,36154.59,60,681,1
84541.08,41108.35,72,539,1
70970.73,80525.61,24,702,0
28637.44,10651.35,36,408,0
95573.93,25468.58,72,646,0
27559.22,8860.9,24,375,0
105383.18,31061.12,84,565,0
58621.66,24589.94,24,536,0
56462.03,16172.8,48,463,1
62930.97,45940.66,36,701,0
75031.89,34153.33,36,406,0
57839.41,15991.33,48,562,1
58173.24,13199.6,36,476,0
53266.8,50636.5,84,724,0
29296.3,9499.09,72,578,1
72035.27,22369.06,24,543,1
57904.71,17164.36,60,542,0
106992.78,53054.6,36,556,0
56377.82,19452.33,36,556,0
27841.59,14703.75,60,377,0
91049.3,49883.84,24,597,0
80595.86,40517.82,24,512,0
91995.29,52389.85,24,799,0
38862.02,13807.28,36,319,1
111144.0,85542.83,36,749,0
39183.9,12200.98,60,482,0
64840.57,13644.0,36,485,0
50116.48,28884.88,24,648,0
52340.55,27590.12,84,570,1
102646.0,59454.3,48,743,1
32492.67,8310.95,36,323,1
101097.92,66938.15,72,841,0
41010.23,14939.0,24,357,0
34531.29,20521.08,36,513,0
52764.2,23411.0,36,473,1
34063.31,11370.76,24,311,0
114810.46,53890.95,36,543,0
37262.04,14420.9,36,450,0
96602.56,64980.57,24,820,0
79390.29,49599.62,24,401,0
53334.72,38567.24,36,694,0
64955.76,25811.76,36,420,1
92065.33,42406.29,72,587,1
87000.31,83425.21,48,764,1
112283.66,37143.87,36,641,0
58079.01,12466.11,48,486,1
77824.77,39661.99,24,570,0
116756.25,30423.26,24,556,0
77330.86,45712.65,60,516,1
45570.54,21964.59,84,390,0
119914.57,86022.14,60,636,1
43746.72,18486.93,84,351,0
95106.09,82480.75,24,808,0
40294.08,12898.88,36,306,0
26862.83,9078.42,84,460,0
37774.67,17137.08,24,341,0
83389.83,58582.89,72,805,0
92012.53,57129.16,84,815,0
65121.1,64115.02,24,698,0
75999.12,34870.57,60,707,1
38223.56,20537.31,24,412,0
90121.45,34906.0,84,534,1
115936.62,30490.82,48,544,1
73679.47,20213.34,72,460,1
111851.22,43663.42,36,617,0
85818.06,54957.68,48,678,1
84127.16,62517.85,36,657,0
25944.95,9941.3,60,638,0
26092.8,14716.6,48,447,0
42313.39,15571.51,36,301,0
67698.26,37647.14,24,473,0
114206.41,80125.89,36,672,0
50725.67,50873.53,36,696,0
93430.05,21683.55,60,525,0
90765.89,54903.66,24,563,0
50066.0,57743.55,72,724,1
101631.17,49349.67,24,716,0
108106.84,26539.81,72,574,0
44259.67,14890.85,24,522,0
36819.18,8493.92,36,324,0
110605.61,65069.86,24,751,0
81998.1,64149.92,36,666,0
98550.23,55573.41,36,802,0
41378.74,23642.55,24,448,0
60652.87,27879.8,72,696,1
100027.81,86898.93,72,793,0
82927.43,77820.65,24,695,0
87132.14,49158.38,24,796,0
116147.23,62312.22,24,844,0
64524.31,17674.53,72,452,1
68287.62,22229.5,24,562,0
92365.8,36949.65,36,504,0
62162.5,36048.52,48,680,1
91086.76,72671.13,48,692,0
85128.65,50270.76,24,704,0
32487.33,25510.38,84,623,1
41409.44,12457.37,24,435,0
25322.56,12679.67,24,532,0
114107.09,76130.99,36,715,0
61087.91,29834.7,36,531,0
78674.64,16675.92,24,411,1
94214.24,78925.93,24,678,0
103525.94,88595.19,24,695,0
48194.45,19262.92,36,455,0
102896.24,65469.65,84,527,1
85487.09,64383.4,24,755,0
38168.05,21662.29,24,504,0
43042.48,25833.06,36,539,0
82774.33,60210.73,36,828,0
96560.1,88761.56,48,787,1
41016.22,23916.74,36,333,0
99954.18,48032.09,60,739,1
91165.19,39065.18,24,606,1
82469.75,42821.16,24,539,0
114363.64,73852.23,60,753,1
87668.12,68404.1,24,760,0
75759.33,28989.9,24,598,0
40401.05,12528.77,36,515,0
32885.62,20047.77,72,584,0
67293.84,71978.27,60,701,0
99988.46,61221.27,36,764,0
47278.79,20524.05,84,622,1
40746.36,14334.55,84,560,1
33306.95,9083.12,72,564,1
87468.84,68013.36,36,846,0
72405.33,31944.04,24,420,0
31889.28,25636.01,24,604,0
87962.62,74088.06,84,778,0
72114.69,74935.45,72,686,1
65961.02,24688.04,72,601,1
44494.17,25105.54,72,535,1
82422.76,37958.25,84,509,1
110402.2,44197.02,48,564,1
27486.41,12974.31,72,321,1
41899.56,23103.34,36,524,0
94129.72,53273.6,60,647,0
72036.89,19228.57,24,514,0
35816.56,20224.19,48,497,0
54274.03,21556.45,24,595,0
111700.6,42378.81,84,540,1
72424.31,78993.73,60,670,0
116441.55,87999.48,84,708,0
100355.88,79461.46,24,771,0
88795.16,73255.01,84,715,1
98199.48,88251.87,36,766,0
117461.59,65374.94,36,825,0
32646.72,8783.92,72,307,1
119800.05,81272.81,48,621,1
90090.66,60349.18,36,839,0
96645.34,57891.27,60,634,1
99783.18,49232.63,60,676,1
102287.67,55704.32,84,503,0
35272.61,10012.17,36,611,0
38777.27,11813.27,36,524,0
41675.77,9432.25,48,556,1
42525.84,10072.68,24,378,0
66915.86,21427.74,24,572,1
64425.29,31794.38,48,467,1
70010.5,43430.17,24,461,0
82279.67,58727.95,24,628,0
56309.03,76042.29,36,725,0
25298.98,9418.14,60,415,1
76346.77,43347.01,84,621,1
33464.06,8623.52,72,494,0
118074.09,81281.23,24,724,0
116773.58,48819.63,60,572,1
30283.43,13629.59,36,472,0
71885.77,69230.65,24,719,0
87535.95,23879.12,60,500,1
72127.44,15163.01,48,513,0
79309.31,81706.75,36,726,0
87293.82,80722.99,24,688,1
35810.33,13190.9,24,349,0
76924.95,82520.16,84,689,1
38882.01,16569.24,36,498,0
98777.03,83862.42,24,850,0
117254.66,40523.27,72,516,1
100840.73,68746.38,24,602,0
90031.62,30347.46,24,571,0
117190.94,69772.56,48,836,0
38917.44,19825.13,36,548,0
42818.05,20808.87,24,611,0
63046.26,31080.2,60,570,1
66003.32,24854.59,24,546,0
29622.36,11166.19,36,614,1
109414.24,69216.45,60,674,1
64716.47,24690.8,24,674,0
70962.47,32243.18,24,495,0
54031.74,28652.89,48,633,0
114090.43,78234.43,24,689,0
72113.38,33590.25,48,573,0
65895.61,29498.54,24,693,0
113266.48,80562.09,84,803,0
115337.64,73407.96,48,843,0
75713.54,34787.64,24,628,0
28050.07,20003.43,24,600,0
26898.89,20924.66,48,628,0
62406.08,40418.9,24,606,0
107742.23,63659.55,72,793,1
95693.13,54873.24,24,795,0
56620.73,17331.31,84,593,0
98718.64,64220.45,24,756,0
91251.11,57039.14,24,734,0
37774.28,18078.79,36,578,0
79048.4,22410.5,24,506,0
100653.63,35483.12,24,663,0
53998.3,19011.5,36,487,0
51118.42,32156.12,36,702,0
81963.07,85907.61,48,822,0
35225.37,11042.23,24,632,0
73047.84,36927.43,36,421,0
67558.47,36722.23,48,624,1
33496.08,12500.98,72,482,1
67181.08,24313.14,36,696,0
56746.74,22235.17,36,423,0
53098.0,21440.45,24,609,0
102803.83,53204.46,36,603,0
62904.89,35998.59,24,420,0
25512.86,10223.52,24,525,0
68731.42,35943.4,48,571,0
97479.88,37119.08,36,528,0
77137.89,64440.54,24,622,0
98814.05,88255.16,24,810,0
117786.91,60256.59,24,694,0
86550.75,56121.93,84,647,0
105378.24,80616.01,84,601,1
96701.41,56737.36,72,537,1
33935.93,19683.87,24,326,0
89645.0,36515.82,48,503,0
45262.79,23630.78,36,627,0
58580.16,32717.57,24,673,0
111635.53,82174.04,60,708,0
40330.58,22453.49,24,579,0
43554.64,14743.39,72,639,0
111543.35,75724.77,84,793,1
49919.4,23421.11,24,351,0
66797.31,75316.58,24,696,0
94693.5,31872.44,72,544,1
41073.13,14407.06,84,323,1
66493.91,36125.96,24,709,0
44887.61,16944.43,24,381,1
99644.16,27090.66,24,595,0
92361.84,20868.21,24,515,0
117790.47,70065.11,24,802,0
109888.75,51683.26,24,653,0
84250.92,72310.57,36,715,0
45473.54,25836.17,60,327,0
52747.64,33787.61,36,608,0
109310.01,67086.55,60,553,1
95962.66,45268.54,24,530,0
77961.1,46436.17,48,566,0
56266.72,56820.81,84,652,0
41299.88,22073.32,36,640,0
25182.64,7238.7,84,536,0
90267.24,34380.58,24,564,0
58315.72,25556.7,48,626,1
111255.69,76751.01,36,696,1
56899.04,31302.67,36,584,0
26850.21,21781.53,24,644,0
110933.29,65611.83,60,850,1
61984.75,24947.56,36,632,1
84361.88,81861.96,24,715,0
30454.76,11119.96,24,438,0
50990.13,68149.3,24,704,0
114322.24,28012.64,24,535,0
68606.19,17481.89,24,431,0
84742.59,27364.2,72,551,1
101518.34,38153.46,48,512,0
90894.09,69975.41,60,727,0
91441.6,62903.25,24,695,0
111160.61,45627.89,60,598,0
98407.17,59408.9,84,788,1
97691.45,80040.47,60,829,0
90184.15,30222.4,24,516,0
46846.26,10818.47,36,360,0
91963.93,43733.85,24,732,0
103382.35,45755.67,36,622,0
61737.21,48264.28,72,666,1
103529.67,27447.16,60,520,1
114583.1,47633.45,36,551,0
56088.65,11096.01,24,454,0
66902.65,31883.27,24,421,0
97379.64,82090.18,72,802,0
116029.41,86854.09,48,780,1
53972.88,52245.4,60,733,1
113591.75,30921.01,24,567,0
52939.67,37872.93,36,620,1
70868.0,48344.49,36,685,0
83684.15,49630.01,84,542,1
101660.01,56746.1,36,733,0
28471.36,16218.87,48,446,1
118794.32,89556.91,36,763,0
36648.52,11395.21,24,398,0
73236.06,36090.96,36,473,0
55016.69,14873.91,72,599,0
67740.34,35104.12,36,549,0
83490.56,23006.07,60,521,1
73901.52,74604.74,84,704,1
48600.69,37549.87,24,633,0
29947.6,8532.38,36,352,0
77359.15,26795.66,24,500,0
86402.72,70635.96,48,778,0
98566.12,74455.35,48,806,1
34269.26,14978.31,72,636,1
62444.47,25355.42,24,556,0
99422.63,69477.18,36,775,1
37827.98,22275.22,36,482,0
50773.49,14040.93,24,516,0
42508.4,17100.69,36,484,0
70383.62,77978.13,36,666,0
35707.92,25240.47,36,612,0
110678.5,42046.89,36,660,0
42774.11,16157.11,24,396,1
58929.76,16758.94,24,586,0
61787.37,17841.99,60,529,1
82581.57,36028.66,24,545,0
104450.61,75175.3,24,743,0
25632.55,12320.39,24,623,0
80030.74,28538.17,36,526,0
72775.37,38084.25,84,444,0
90902.74,30596.39,84,568,0
48269.6,12481.84,36,302,0
94491.68,75462.17,72,763,1
59924.84,16382.11,36,583,0
59974.1,24756.55,36,553,1
37873.18,13454.17,24,406,0
46052.11,16945.33,60,417,1
88628.23,45764.01,24,505,0
56716.78,32401.19,24,404,0
118403.96,87302.21,24,789,0
90643.6,69083.05,36,732,0
71152.49,37600.35,24,575,0
93875.08,53890.28,24,686,0
27456.09,11191.52,24,532,0
96332.56,48825.61,72,525,1
45108.88,9972.0,48,333,0
110910.63,56408.51,84,727,1
79103.26,21924.03,36,643,0
65045.54,16368.89,24,598,1
53322.03,22542.6,36,645,0
29853.86,14295.38,36,636,1
87058.19,70640.73,48,750,0
39959.49,23283.24,36,478,0
26999.8,20623.89,84,627,0
34430.03,10568.45,24,568,0
111267.14,74135.57,60,754,1
68497.04,85936.31,72,723,0
92407.31,74949.51,36,837,0
76022.64,58426.63,24,670,0
33748.94,14836.22,36,579,0
69624.02,44986.8,24,683,0
82769.21,29432.28,60,547,0
81856.39,45140.35,24,569,0
46058.91,21760.61,24,344,0
119555.24,32811.65,84,550,1
84417.48,53099.62,24,818,0
84281.59,42067.62,84,704,1
98432.35,44234.49,24,591,0
112411.67,75556.25,24,832,0
31073.12,13000.97,24,416,0
118683.12,69637.69,24,581,0
33721.0,9757.91,84,517,0
78012.57,57854.54,36,716,0
30264.59,16277.44,48,583,0
29733.53,14619.57,84,417,0
106329.45,27617.01,24,592,0
107934.49,59218.2,84,721,0
40662.36,9805.11,36,512,1
118216.56,41613.3,60,574,0
26533.48,14451.69,24,498,0
54011.94,21853.76,24,440,0
62882.09,32686.99,24,533,0
54585.91,44554.39,36,688,0
66939.75,35829.03,36,599,0
56845.25,16598.34,24,490,0
116889.22,52300.41,72,587,1
100747.59,42559.59,24,521,1
105643.25,80040.25,36,839,0
25231.91,14358.1,84,512,1
71260.96,33035.98,24,550,0
113684.88,56761.56,24,546,0
29663.55,11354.02,24,483,0
29729.52,14373.28,60,321,1
39412.86,13520.36,24,594,0
101121.36,82350.55,36,761,0
95309.44,47039.08,24,539,0
45729.47,24105.6,24,491,0
83037.01,40621.19,24,622,0
66816.83,54785.36,36,637,0
70305.82,62098.62,24,702,0
88209.59,77623.07,36,752,0
28582.73,13620.36,24,433,0
81722.59,33780.65,72,540,0
63193.46,65361.9,60,705,0
61748.73,21144.35,24,480,0
119675.69,78386.33,36,733,0
69724.1,18936.4,84,406,1
29941.28,12584.64,24,497,0
65341.3,14845.73,36,495,1
106988.42,66752.26,36,826,0
62076.01,14872.94,48,545,1
62092.39,31565.09,24,470,0
114413.06,47279.94,84,642,0
97994.87,33010.74,24,571,0
25849.73,6847.24,24,542,0
39306.93,21527.71,72,435,1
87047.16,50375.95,24,819,0
85091.13,46951.51,36,750,0
63337.32,13667.33,48,568,0
67350.55,36270.4,60,747,1
55062.06,56761.96,24,715,0
98990.14,49683.24,24,718,0
77640.07,44977.77,36,458,0
106634.4,58438.48,24,758,0
110040.72,44115.97,48,665,0
105472.88,87319.76,24,782,0
53252.74,23024.07,84,475,1
81594.52,34329.55,48,571,1
53494.25,37017.68,72,605,0
115281.95,81389.86,24,845,0
96788.95,46339.25,72,581,1
87702.82,41193.84,24,734,0
98446.01,81134.76,24,716,0
53067.8,26623.39,36,697,1
106185.09,89974.77,24,767,0
75542.61,40422.49,72,403,1
116565.5,74027.3,24,772,0
112395.08,77949.63,24,823,0
87027.93,63837.41,84,716,1
84396.33,42985.35,36,653,0
65455.77,14457.14,60,407,1
84965.65,29738.89,24,514,0
91380.35,69192.01,36,655,0
95793.44,54181.69,24,636,0
36248.85,23171.87,24,367,0
66226.53,16678.56,24,410,0
75380.8,25836.07,24,481,0
48000.02,16748.82,36,648,0
83510.56,42861.4,36,657,1
62971.09,54982.27,36,695,0
117987.37,85573.32,24,667,0
26064.69,9223.82,24,390,0
58230.78,20447.7,24,456,0
40301.72,17960.61,24,554,0
34577.67,17855.94,24,361,0
79322.82,16983.12,24,408,0
33034.88,18807.67,60,561,1
76013.56,21997.69,36,462,0
114292.74,64147.3,36,586,0
99224.31,52060.5,48,614,0
42539.35,13870.47,84,403,0
65254.88,34338.15,84,498,1
69395.7,35884.64,24,498,0
119409.41,61286.47,24,744,0
86149.07,54531.31,24,626,0
53290.96,21740.8,24,558,0
44559.13,15830.44,24,612,0
101461.99,64490.35,24,789,0
38229.63,16462.2,36,452,0
50855.11,30080.43,24,422,0
52883.61,19351.96,84,504,1
84911.86,60493.07,36,659,0
95515.98,67162.8,24,659,0
100438.55,33122.85,84,554,0
42781.4,24553.95,36,383,0
25096.54,7704.02,72,356,0
82171.16,87092.18,60,763,0
51090.18,24317.79,36,458,0
104182.2,65005.46,24,835,0
100449.88,82069.8,24,808,0
53240.63,26741.13,24,468,0
69355.63,53760.85,48,693,0
110183.64,79051.93,36,850,0
118710.53,25308.95,60,550,0
92134.45,43367.48,36,583,0
98153.91,84327.29,36,736,0
